id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
103,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta caraya,"Alouatta caraya (Humboldt, 1812)",bugio-preto,Fo/Fr,Ar,"Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rondônia, Rio Grande do Sul, Santa Catarina, São Paulo, Tocantins","Caatinga, Cerrado, Mata Atlântica, Pantanal, Pampa",Brasil,NT,"Apesar de sua grande distribuição, ocorrência em inúmeras reservas naturais em vários países e aparente adaptação a habitats modificados, Alouatta caraya é considerada Quase Ameaçada devido a uma suspeita de redução populacional de 25-30% ao longo de 36 anos (três gerações",II,NT,-,-,-,EN,CR,-,EN,CR,EN,-,https://inaturalist-open-data.s3.amazonaws.com/photos/76177568/medium.jpg,https://www.inaturalist.org/taxa/43435
104,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta discolor,"Alouatta discolor (Spix, 1823)",guariba-de-mãos-ruivas,Fo/Fr,Ar,"Mato Groso, Pará",Amazônia,Amazônia,VU,"Apesar de sua distribuição relativamente grande e ocorrência em várias áreas protegidas, Alouatta discolor deve ser considerada Vulnerável (VU A4cde). A perda de habitat adequado, que provavelmente se aproximará de 40% até 2040 em todo o núcleo de sua área de distribuição se as condições atuais não mudarem, a pressão contínua de caça e a suscetibilidade dessa espécie a surtos de doenças (por exemplo, febre amarela) provavelmente farão a população diminuir mais de 50% ao longo de 37 anos (três gerações",-,VU,VU,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/106776355/medium.jpg,https://www.inaturalist.org/taxa/74052
105,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta guariba,"Alouatta guariba (Humboldt, 1812)","guariba, bugio-ruivo",Fo/Fr,Ar,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,Amazônia,VU,"Embora esteja presente em uma ampla área da Floresta Atlântica, o Macaco-Grivo-Marrom sofreu com perda extensa de habitat e fragmentação. Suspeita-se que o cenário predominante de pequenas subpopulações isoladas possa agravar os efeitos demográficos e genéticos sinérgicos do habitat já severamente fragmentado. Além disso, a espécie sofre pressão de caça em diferentes níveis dentro de sua área de distribuição. Além disso, é altamente suscetível à febre amarela, e um surto em 2008-2009 matou muitas pessoas no sul do Brasil. Muitas de suas subpopulações são impactadas pela expansão urbana e pelo desenvolvimento de infraestrutura, levando cada vez mais a acidentes com veículos e linhas de energia e à predação por cães. A epidemia de febre amarela, aliada à degradação contínua do habitat, pressão da caça e outras ameaças, resultou em declínio populacional contínuo, suspeito de ser de pelo menos 30% ao longo de três gerações (36 anos)",II,VU,VU/CR,VU,EN,EN,CR,-,CR,VU,VU,-,https://inaturalist-open-data.s3.amazonaws.com/photos/64654556/medium.jpeg,https://www.inaturalist.org/taxa/74053
106,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta juara,"Alouatta juara Elliot, 1910",guariba-vermelha,Fo/Fr,Ar,"Acre, Amazonas, Mato Grosso, Roraima",Amazônia,"Brasil, Mata Atlântica",LC,"Esta espécie está listada como de Menor Preocupação devido à sua distribuição ampla, embora incompletamente conhecida (em relação a A. seniculus) e à ausência de ameaças significativas que possam resultar em um declínio populacional significativo.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/46854075/medium.jpg,https://www.inaturalist.org/taxa/566515
107,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta macconnelli,"Alouatta macconnelli Elliot, 1910",guariba,Fo/Fr,Ar,"Amapá, Amazonas, Pará, Roraima",Amazônia,"Brasil, Mata Atlântica",LC,"Alouatta macconnelli está listada como Preocupação Menor, devido à sua ampla distribuição e aparente ausência de ameaças significativas que impulsionem um declínio populacional significativo. As taxas de perda de florestas na maior parte de sua área de distribuição (leste da Venezuela e as florestas interiores do Suriname, Guiana e Guiana Francesa) são atualmente baixas e projetadas para permanecer assim pelo menos nas próximas gerações. Ele ocorre em numerosas e grandes áreas protegidas, e a caça só é um problema em partes de sua área de distribuição. Deve-se notar, porém, que existem subpopulações que enfrentam mais ameaças. A população de gritadores encontrada entre o rio Cauaburi a oeste e o rio Branco a leste é fortemente caçada localmente pelos Yanomami e ribeirinhos (pessoas de origem étnica mista). Além disso, a perda de florestas é um problema sério para essa espécie no estado de Roraima, no Brasil.",II,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/476003588/medium.jpg,https://www.inaturalist.org/taxa/74055
108,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta nigerrima,"Alouatta nigerrima Lönnberg, 1941",guariba-preta,Fo/Fr,Ar,"Amazonas, Pará",Amazônia,"Brasil, Mata Atlântica",LC,"Esta espécie está listada como Preocupação Menor devido à sua distribuição relativamente grande e à ausência de ameaças significativas, resultando em um declínio significativo em toda a área que justificaria a inclusão da espécie na categoria Quase Ameaçada ou Ameaçada.",II,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/168808635/medium.jpg,https://www.inaturalist.org/taxa/74056
109,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta puruensis,"Alouatta puruensis Lönnberg, 1941",guariba,Fo/Fr,Ar,"Acre, Amazonas, Mato Grosso, Rondônia",Amazônia,"Brasil, Mata Atlântica",VU,"Esta espécie é listada como Vulnerável, pois, embora amplamente distribuída, enfrenta pressões crescentes devido à caça e à perda de habitat, que se suspeita terem resultado em uma redução populacional contínua superior a 30% nas últimas três gerações (30 anos), com taxas semelhantes (e possivelmente crescentes) de declínio suspeitas de ocorrer no futuro. Trabalhos adicionais de levantamento são necessários para esclarecer os limites de distribuição da espécie em relação à Alouatta sara na Bolívia.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/257240/medium.jpg,https://www.inaturalist.org/taxa/566514
110,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta seniculus,"Alouatta seniculus (Linnaeus, 1766)",guariba,Fo/Fr,Ar,Amazonas,Amazônia,"Brasil, Amazônia",LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, embora uma das subespécies (A. s. insulanus) provavelmente esteja ameaçada devido à sua pequena distribuição. Embora esteja presente em grandes áreas protegidas e consiga sobreviver em fragmentos de floresta e florestas degradadas, essa espécie é fortemente caçada para alimento em toda sua área de distribuição, e por isso deve ser protegida localmente para evitar extinções locais. Possui uma taxa reprodutiva relativamente alta em comparação com outros atelídeos e, por isso, é demograficamente mais resistente do que Ateles e Lagothrix.",II,-,-,-,-,-,-,EN,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/246753881/medium.jpg,https://www.inaturalist.org/taxa/566513
111,Médio e grande porte,Mammalia,Primates,Atelidae,Alouattinae,,Alouatta,Alouatta ululata,"Alouatta ululata Elliot, 1912","guariba, guariba-da-caatinga, guariba-de-mãos-vermelhas",Fo/Fr,Ar,"Ceará, Maranhão, Piauí","Caatinga, Cerrado","Brasil, Amazônia",EN,"Esta espécie está listada como Ameaçada devido ao pequeno tamanho populacional e ao declínio contínuo, impulsionado principalmente pela caça e perda de habitat. Estima-se que restem menos de 2.500 indivíduos maduros na natureza, e que não existam subpopulações com mais de 250 indivíduos maduros.",-,EN,EN,-,-,-,-,-,-,-,-,EN,https://static.inaturalist.org/photos/363006712/medium.jpg,https://www.inaturalist.org/taxa/74058
112,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Ateles,Ateles belzebuth,"Ateles belzebuth É. Geoffroy, 1806",macaco-aranha,Fr/Fo,Ar,"Amazonas, Roraima",Amazônia,"Brasil, Amazônia",EN,"Ateles belzebuth está listado como Ameaçado com base em uma redução populacional inferida ou suspeita de 50% ou mais (para o período de 2005 a 2050) devido a um declínio correspondente ou maior no habitat, combinado com altos níveis contínuos de caça que impactaram uma geração anterior e provavelmente impactarão duas gerações sucessivas nas florestas tropicais da Amazônia brasileira,  Colômbia, Equador e Peru.",II,VU,VU,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/94752756/medium.jpeg,https://www.inaturalist.org/taxa/43410
113,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Ateles,Ateles chamek,"Ateles chamek (Humboldt, 1812)",macaco-aranha-de-cara-preta,Fr/Fo,Ar,"Acre, Amazonas, Mato Grosso, Rondônia",Amazônia,"Brasil, Amazônia",EN,"Ateles chamek está listada como Ameaçada, pois estima-se que a espécie tenha diminuído pelo menos 50% nos últimos 45 anos (três gerações), principalmente devido à caça e perda de habitat. As florestas na parte sul de sua distribuição, especialmente nos estados de Rondônia e Mato Grosso (Brasil), estão devastadas ao longo da fronteira/arco agrícola de desmatamento que se move de sul para norte pela Amazônia brasileira. A criação de gado e a perda de florestas também são generalizadas no norte da Bolívia e sudeste do Peru. Grandes projetos de desenvolvimento (barragens, rodovias e linhas de transmissão) são potenciais ameaças futuras à espécie, com fortes indicações de um declínio contínuo no mesmo ritmo nas próximas três gerações. A caça e o desmatamento são amplamente distribuídos por toda a parte sul de sua distribuição, principalmente no Brasil.",II,VU,VU,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/94752756/medium.jpeg,https://www.inaturalist.org/taxa/43410
114,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Ateles,Ateles marginatus,"Ateles marginatus É. Geoffroy, 1809",coatá-da-testa-branca,Fr/Fo,Ar,"Mato Grosso, Pará",Amazônia,"Brasil, Amazônia",EN,"Ateles marginatus está listada como Ameaçada com base em uma redução populacional inferida ou suspeita de mais de 50% (para o período de 2006 a 2050) devido a declínios projetados e correspondentes de habitat em áreas protegidas e não protegidas, bem como declínios associados e extinções populacionais devido à contínua alta atividade de caça. Essa combinação de fatores impactou uma geração anterior (15 anos",II,EN,EN,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/96766841/medium.jpg,https://www.inaturalist.org/taxa/43407
115,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Ateles,Ateles paniscus,"Ateles paniscus (Linnaeus, 1758)",macaco-aranha,Fr/Fo,Ar,"Amapá, Pará, Roraima",Amazônia,"Brasil, Amazônia",VU,"Ateles paniscus está listado como Vulnerável, pois há motivos para acreditar que uma geração (2005-presente) já experimentou caça intensa, perda de habitat adequado e um declínio populacional correspondente de pelo menos 30%, e a expectativa é que a perda contínua de habitat e a caça intensa resultarão em um declínio populacional semelhante nas próximas duas gerações (2020-2050).",II,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/75550229/medium.jpeg,https://www.inaturalist.org/taxa/43408
116,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Brachyteles,Brachyteles arachnoides,"Brachyteles arachnoides (É. Geoffroy, 1806)","muriqui-do-sul, mono-carvoeiro",Fr/Fo,Ar,"Paraná, Rio de Janeiro, São Paulo",Mata Atlântica,"Brasil, Amazônia",CR,"Brachyteles arachnoides é listado como CR com base em uma redução populacional inferida ou suspeita de pelo menos 80% nos últimos 60 anos (três gerações), correspondendo a uma queda na área de ocupação (AOO) estimada em mais de 80%. A redução populacional devido à perda de habitat foi agravada pela caça, que resultou na extinção de subpopulações pequenas e médias e continua sendo uma ameaça significativa, mesmo em áreas protegidas.",I,EN,EN,-,-,EN,CR,-,-,-,-,-,https://static.inaturalist.org/photos/377786675/medium.jpeg,https://www.inaturalist.org/taxa/43404
117,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Brachyteles,Brachyteles hypoxanthus,"Brachyteles hypoxanthus (Wied, 1820)","muriqui-do-norte, mono-carvoeiro",Fr/Fo,Ar,"Bahia, Espírito Santo, Minas Gerais",Mata Atlântica,"Brasil, Amazônia",CR,"Brachyteles hypoxanthus é classificado como Criticamente Ameaçado com base em uma redução populacional inferida ou suspeita de pelo menos 80% nos últimos 60 anos (três gerações), correspondendo a um declínio na área de ocupação (AOO) estimado em mais de 90%. A redução populacional devido à perda de habitat foi agravada pela caça, que continua sendo uma ameaça significativa, mesmo em áreas protegidas.",I,CR,CR,EN,CR,-,-,-,CR,-,-,-,https://static.inaturalist.org/photos/47965721/medium.jpg,https://www.inaturalist.org/taxa/74115
118,Médio e grande porte,Mammalia,Primates,Atelidae,Atelinae,,Lagothrix,Lagothrix lagothricha,"Lagothrix lagothricha (Humboldt, 1811)",macaco-barrigudo,Fr/Fo,Ar,Amazonas,Amazônia,"Brasil, Amazônia",VU,Lagothrix lagotricha é considerada Vulnerável (VU A4cd) com base em uma suspeita de redução populacional de 30% ou mais ao longo de 45 anos (três gerações,-,VU,VU,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/187832307/medium.jpg,https://www.inaturalist.org/taxa/1369209
119,Médio e grande porte,Mammalia,Primates,Cebidae,Aotinae,,Aotus,Aotus azarae,"Aotus azarae (Humboldt, 1812)",macaco-da-noite,Fr/Fo/In,Ar,"Mato Grosso, Mato Grosso do Sul","Cerrado, Pantanal","Brasil, Amazônia",LC,"A espécie está listada como Preocupação Menor, embora o desmatamento ocorra em muitas partes de sua distribuição, especialmente no Brasil. Não se acredita que a população diminua rápido o suficiente para se qualificar para uma categoria de ameaça maior. No entanto, o desenvolvimento agrícola para produzir soja e outros produtos representa uma ameaça crescente a essa espécie.",II,DD,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/133361055/medium.jpg,https://www.inaturalist.org/taxa/74066
120,Médio e grande porte,Mammalia,Primates,Cebidae,Aotinae,,Aotus,Aotus infulatus,"Aotus infulatus (Kuhl, 1820)",macaco-da-noite,Fr/Fo/In,Ar,"Maranhão, Mato Grosso, Pará, Piauí, Tocantins",Cerrado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/8062121/medium.jpg,https://www.inaturalist.org/taxa/148459
121,Médio e grande porte,Mammalia,Primates,Cebidae,,,Aotus,Aotus nancymaae,"Aotus nancymae Hershkovitz, 1983",macaco-da-noite,Fr/Fo/In,Ar,Amazonas,Amazônia,"Brasil, Amazônia",VU,"Esta espécie está listada como Vulnerável devido a um declínio inferido de sua população de mais de 30% em três gerações (25 anos) devido à perda de habitat e à caça em toda sua área de ocorrência. A mesma taxa de declínio também é inferida no futuro. Só em 2015, no Peru, o habitat da espécie sofreu um desmatamento massivo de ~157.000 ha (SERFOR 2017). No departamento de Loreto, na fronteira com a Colômbia, a Autoridade Regional Ambiental do Peru (A.R.A.) concedeu permissões para extração comercial de madeira em 11 localidades, permitindo o desmatamento de mais de 22.000 ha de floresta amazônica (A.R.A., 2016, 2017). Uma das principais preocupações é que as espécies de árvores que fazem parte dessas permissões incluem a maioria das árvores de nidificação usadas por Aotus nancymaae, como Maquira coriaceae, Calycophyllum spruceanu, Hura crepitans, Eschweilera coriacea, Ficus insipid, Manilkara bidentata, entre outras (A.R.A. 2016, 2017). A perda de habitat de nidificação pode ter impactos de longo prazo na recuperação populacional de A. nancymaae, caso se torne um recurso limitado (Maldonado e Peck 2014). A expansão agrícola na extensão de ocorrência da espécie (EOO) no Brasil também está reduzindo severamente seu habitat (Barona et al. 2010). Em 2016, a Amazônia brasileira perdeu 660.000 ha de floresta tropical e as taxas de desmatamento estão aumentando nos estados de Acre e Amazonas (PRODES 2017) e mesmo essas estimativas oficiais subestimam consistentemente as taxas reais de perda de florestas em áreas remotas da Amazônia brasileira (Mildowski et al. 2017). Na Amazônia colombiana, o desmatamento aumentou 44% entre 2015 e 2016, com uma perda de ~70.000 ha (IDEAM 2017). A espécie também é comumente encontrada no comércio ilegal de animais de estimação no Peru (Shanee et al. 2015). Apesar da falta de informações históricas sobre o status populacional do gênero Aotus em toda sua área de distribuição na Amazônia, há evidências que confirmam que a extração de longo prazo desse gênero para pesquisa biomédica impactou negativamente as populações selvagens na fronteira entre a Colômbia e o Peru. Baixas densidades populacionais de A. nancymaae na fronteira entre Colômbia e Peru (10,46 ind/km²) indicam uma redução no tamanho populacional devido à extração de longo prazo para pesquisa sobre malária (Hernández e Díaz 2010, pág. 90).",II,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/20864325/medium.jpg,https://www.inaturalist.org/taxa/43419
